asistencia_clases,tareas_entregadas,participacion_clase,horas_estudio,promedio_evaluaciones,cursos_reprobados,actividades_extracurriculares,reportes_disciplinarios,riesgo,carnet,first_name,last_name,promedio_actual,gender
96.4,20,75.1,11.5,70.0,1,['voluntariado'],0,no riesgo,53-349-2540,Maria,Vargas,65.8678,Male
84.3,20,93.7,9.0,97.2,0,"['arte', 'periodico', 'robotica']",0,no riesgo,86-614-4112,Mateo,Torres,51.5343,Bigender
80.8,6,66.9,9.8,70.0,2,['voluntariado'],0,riesgo,39-468-2056,Ana,Gonzalez,52.8752,Polygender
81.0,13,81.8,6.7,65.8,1,[],0,riesgo,88-281-3419,Mateo,Rodriguez,74.9431,Polygender
90.9,15,75.3,5.7,76.3,2,"['deportes', 'ajedrez']",1,riesgo,82-505-2507,Diego,Torres,64.8163,Genderqueer
92.9,13,82.8,11.9,63.5,1,"['arte', 'teatro']",0,no riesgo,70-150-8817,Angel,Sanchez,59.9151,Genderqueer
82.2,7,77.4,13.9,85.7,0,[],2,riesgo,50-914-3447,Marco,Flores,55.9898,Genderqueer
100.0,17,63.0,15.2,96.8,0,[],0,no riesgo,87-906-6914,Diego,Sanchez,65.2012,Male
82.3,20,77.2,8.3,62.0,0,"['ajedrez', 'club_ciencias', 'club_matematicas']",0,no riesgo,77-114-2653,Valentina,Perez,57.0055,Genderfluid
82.4,12,68.9,11.5,64.7,1,['musica'],1,riesgo,14-752-7064,Marco,Martinez,83.5958,Polygender
78.2,12,99.9,8.2,79.1,0,['club_ciencias'],0,no riesgo,79-556-6480,Elena,Torres,65.7369,Male
85.4,10,69.2,6.2,75.6,2,[],0,riesgo,51-469-4505,Jose,Flores,43.1845,Non-binary
65.3,7,80.2,0.0,85.9,1,"['ajedrez', 'club_matematicas']",0,riesgo,75-530-6898,Ana,Rodriguez,67.0747,Genderfluid
83.5,20,81.5,4.0,88.9,2,[],0,riesgo,18-885-5041,Mateo,Rodriguez,72.2283,Bigender
90.2,6,80.0,16.7,73.3,1,['voluntariado'],0,riesgo,89-185-2227,Juan,Lopez,86.2069,Genderqueer
90.6,14,76.1,10.5,70.4,0,"['arte', 'club_matematicas', 'club_lectura']",0,no riesgo,92-369-4847,Lucia,Martinez,85.3862,Genderqueer
99.4,9,63.2,15.2,58.1,1,[],0,riesgo,16-855-9391,Carlos,Garcia,39.7247,Female
88.4,7,94.3,13.1,43.7,0,[],0,riesgo,53-403-9456,Jose,Gonzalez,83.4448,Polygender
96.7,9,73.0,12.0,72.3,1,"['musica', 'deportes']",2,riesgo,50-527-3683,Valentina,Torres,90.3964,Male
75.8,4,70.3,11.2,82.8,0,"['ajedrez', 'voluntariado']",1,riesgo,35-338-2880,Marco,Lopez,72.0091,Female
86.6,16,79.7,19.7,86.4,2,['teatro'],1,no riesgo,17-469-8473,Ana,Flores,88.5248,Genderfluid
77.1,19,72.7,4.0,77.9,1,[],1,riesgo,91-109-1228,Luis,Gonzalez,53.0309,Non-binary
82.6,19,62.6,8.3,73.4,0,"['teatro', 'voluntariado', 'deportes']",1,riesgo,20-636-3839,Angel,Torres,67.847,Agender
79.1,19,94.0,13.3,63.3,1,"['robotica', 'periodico', 'teatro']",2,no riesgo,74-480-6323,Diego,Vargas,78.1985,Female
82.2,10,56.7,7.6,98.8,1,['robotica'],0,riesgo,34-800-5865,Valentina,Flores,61.7885,Bigender
76.6,8,68.2,3.7,87.6,0,"['ajedrez', 'periodico']",0,riesgo,72-121-2716,Daniela,Vargas,67.6953,Bigender
82.7,9,83.1,3.6,77.4,1,[],0,riesgo,84-451-6552,Maria,Vargas,66.0869,Bigender
99.3,20,70.9,11.9,81.6,1,[],0,no riesgo,75-923-9099,Mateo,Flores,54.2371,Polygender
78.4,13,61.4,13.7,72.0,0,"['ajedrez', 'club_ciencias']",2,riesgo,67-718-8719,Jose,Rodriguez,94.7149,Genderqueer
92.7,9,77.3,4.3,87.1,0,"['ajedrez', 'arte']",1,no riesgo,43-361-6083,Angel,Flores,55.7688,Male
83.9,16,90.0,4.3,68.2,2,"['periodico', 'club_ciencias', 'musica']",0,riesgo,66-314-8798,Valentina,Perez,100.0,Non-binary
90.9,9,68.4,8.4,61.9,0,"['arte', 'club_ciencias', 'deportes', 'club_matematicas']",0,no riesgo,11-361-9865,Juan,Gonzalez,77.16,Genderqueer
83.0,11,72.7,12.1,73.7,1,"['arte', 'deportes']",0,riesgo,49-703-1814,Lucia,Castillo,66.0015,Female
65.8,20,81.9,8.7,60.0,0,"['musica', 'club_matematicas', 'ajedrez']",2,riesgo,98-401-7711,Marco,Perez,84.738,Agender
82.4,16,68.0,7.5,42.6,0,['deportes'],1,riesgo,99-806-3998,Camila,Torres,68.5882,Genderfluid
88.0,15,74.6,8.6,79.0,0,['teatro'],1,no riesgo,63-639-8560,Camila,Martinez,89.7476,Agender
98.9,20,74.9,12.8,63.7,0,"['arte', 'robotica', 'deportes']",1,no riesgo,90-329-4989,Juan,Sanchez,69.3396,Bigender
70.6,10,82.0,7.1,71.0,2,['robotica'],0,riesgo,48-861-6899,Angel,Castillo,76.6047,Genderqueer
79.3,8,64.5,11.2,76.1,0,"['periodico', 'club_ciencias']",1,riesgo,28-131-7074,Diego,Torres,62.8652,Genderfluid
96.6,12,55.4,10.9,64.0,0,"['voluntariado', 'periodico']",0,riesgo,87-214-5788,Camila,Torres,85.5463,Genderqueer
96.3,11,77.4,12.6,67.6,1,"['arte', 'deportes']",0,no riesgo,21-754-9059,Maria,Torres,86.9988,Agender
82.8,16,71.1,9.5,93.2,0,['ajedrez'],1,no riesgo,43-547-7106,Camila,Garcia,57.6234,Male
100.0,12,96.5,7.1,72.1,0,[],0,no riesgo,75-626-9377,Jose,Lopez,70.1698,Genderqueer
75.2,12,71.1,10.9,81.0,0,"['deportes', 'club_matematicas', 'robotica']",0,riesgo,17-533-1344,Maria,Gonzalez,45.0427,Male
87.3,13,73.2,2.9,69.3,1,['deportes'],0,riesgo,52-903-1307,Marco,Gonzalez,86.2346,Agender
95.0,16,64.8,9.9,54.8,1,['periodico'],0,riesgo,47-695-9544,Carlos,Garcia,57.9708,Non-binary
77.6,15,84.6,15.6,87.2,3,[],0,riesgo,17-344-8415,Angel,Perez,53.8775,Genderfluid
88.5,20,73.1,7.4,89.5,0,['arte'],0,no riesgo,82-289-9283,Daniela,Martinez,49.2596,Non-binary
84.6,20,85.6,9.8,60.5,0,['robotica'],0,no riesgo,48-925-2602,Angel,Perez,83.9646,Non-binary
95.8,19,68.6,16.4,77.4,2,[],0,no riesgo,66-253-4783,Angel,Castillo,59.168,Genderqueer
100.0,6,86.2,3.7,74.5,1,"['musica', 'deportes', 'club_matematicas']",1,riesgo,39-780-4032,Maria,Gonzalez,90.214,Agender
91.8,20,77.0,11.2,50.4,0,['deportes'],0,no riesgo,24-189-4601,Carlos,Castillo,65.6864,Genderqueer
87.1,19,92.2,12.6,67.6,0,[],1,no riesgo,41-839-1528,Juan,Rodriguez,68.8434,Agender
99.7,13,86.6,8.1,64.6,2,['musica'],1,riesgo,68-882-7266,Mateo,Vargas,96.8496,Bigender
90.0,16,85.5,18.3,51.1,2,['club_matematicas'],0,no riesgo,41-951-9017,Valentina,Perez,100.0,Non-binary
90.5,19,60.9,8.2,75.9,1,[],0,no riesgo,24-345-2184,Camila,Sanchez,65.6336,Genderqueer
89.9,14,87.5,7.1,72.4,1,"['voluntariado', 'teatro']",0,no riesgo,52-872-7071,Diego,Ramirez,59.7784,Genderfluid
92.5,20,100.0,3.5,86.0,0,"['musica', 'club_ciencias', 'arte']",1,no riesgo,75-117-7066,Jose,Rodriguez,72.4654,Non-binary
91.4,15,79.9,16.2,70.5,0,"['teatro', 'ajedrez']",1,no riesgo,80-828-3449,Jose,Ramirez,90.665,Non-binary
58.2,13,72.9,7.2,73.7,1,[],0,riesgo,20-932-5159,Lucia,Perez,86.5557,Genderfluid
100.0,20,61.6,6.1,83.9,1,"['club_lectura', 'teatro', 'periodico']",1,no riesgo,64-257-6787,Valentina,Ramirez,74.7178,Female
89.5,20,97.9,17.8,73.7,0,[],0,no riesgo,97-423-2133,Daniela,Lopez,67.231,Polygender
84.2,14,70.1,12.3,61.9,1,[],1,riesgo,15-843-4140,Daniela,Perez,56.6853,Genderfluid
69.4,11,65.5,15.7,39.1,0,['voluntariado'],0,riesgo,55-978-9251,Daniela,Vargas,59.0468,Genderfluid
100.0,15,69.3,7.4,69.4,1,"['musica', 'club_matematicas']",0,no riesgo,58-133-5438,Valentina,Flores,68.5304,Agender
95.5,13,40.5,5.4,57.6,1,"['deportes', 'robotica', 'teatro', 'musica']",0,riesgo,41-468-1810,Lucia,Rodriguez,80.5446,Male
75.7,13,93.1,14.6,55.7,1,['robotica'],1,riesgo,27-328-7043,Elena,Rodriguez,81.3306,Non-binary
86.6,13,74.5,7.3,80.3,2,"['club_lectura', 'robotica']",0,riesgo,83-622-9343,Valentina,Torres,74.626,Bigender
75.8,19,74.4,1.7,64.2,1,['periodico'],2,riesgo,70-287-9395,Mateo,Perez,52.9375,Agender
69.5,14,72.7,14.3,93.5,0,"['arte', 'club_matematicas']",0,no riesgo,39-881-3331,Jose,Garcia,84.6301,Male
86.6,16,80.7,6.2,55.3,1,['club_lectura'],0,riesgo,33-150-6903,Maria,Flores,75.0471,Agender
91.6,14,56.9,11.1,81.0,1,['club_ciencias'],0,no riesgo,37-189-8229,Daniela,Vargas,76.781,Agender
75.0,11,62.5,8.8,79.8,1,"['ajedrez', 'musica']",0,riesgo,98-958-1294,Lucia,Perez,64.7498,Polygender
73.0,7,85.2,2.0,62.7,0,['voluntariado'],0,riesgo,16-973-7009,Luis,Torres,59.283,Genderfluid
91.4,20,82.0,11.5,79.3,1,"['club_lectura', 'periodico', 'club_matematicas']",0,no riesgo,95-859-6104,Marco,Perez,75.6994,Female
89.1,14,61.2,2.9,65.4,0,"['periodico', 'musica', 'arte']",0,no riesgo,43-164-6291,Angel,Lopez,82.1989,Genderfluid
86.4,6,67.0,17.8,96.3,0,"['robotica', 'musica']",2,riesgo,42-990-6017,Luis,Sanchez,63.3464,Male
79.4,11,71.0,10.0,72.6,1,['teatro'],0,riesgo,47-149-2897,Diego,Sanchez,41.3201,Agender
73.6,12,75.8,9.6,85.9,1,"['teatro', 'musica']",0,no riesgo,82-606-5608,Marco,Rodriguez,89.9337,Non-binary
87.2,20,95.0,20.0,50.4,0,['musica'],0,no riesgo,22-506-6846,Elena,Castillo,100.0,Agender
97.7,11,83.2,14.3,79.9,1,[],0,no riesgo,67-253-8882,Juan,Garcia,86.6551,Male
80.4,8,82.4,10.0,77.8,0,['club_ciencias'],1,riesgo,19-139-9509,Elena,Ramirez,62.6615,Polygender
79.8,20,87.6,0.0,97.9,1,"['musica', 'voluntariado', 'club_lectura', 'periodico']",0,no riesgo,59-665-8381,Jose,Flores,88.969,Genderfluid
83.4,20,72.6,13.5,65.2,0,['deportes'],0,no riesgo,57-941-6782,Luis,Garcia,54.6355,Genderqueer
76.5,14,78.1,14.2,63.2,1,['club_matematicas'],1,riesgo,55-299-3643,Jose,Ramirez,70.6498,Male
76.6,16,95.5,8.8,67.2,0,['musica'],0,no riesgo,32-682-9034,Luis,Gonzalez,43.0174,Agender
78.2,9,77.9,6.0,58.9,0,['ajedrez'],1,riesgo,93-267-9348,Lucia,Sanchez,66.9091,Polygender
88.2,18,69.8,8.8,67.5,0,"['club_matematicas', 'musica']",0,no riesgo,31-437-3156,Jose,Castillo,64.1957,Genderqueer
100.0,10,90.4,8.2,72.9,0,['robotica'],0,no riesgo,64-579-8503,Elena,Torres,78.646,Genderqueer
100.0,20,78.6,14.2,74.6,1,['club_lectura'],0,no riesgo,74-416-4387,Carlos,Vargas,54.4274,Non-binary
100.0,13,87.2,13.7,73.0,0,"['club_ciencias', 'deportes']",1,no riesgo,53-221-7970,Diego,Castillo,66.7997,Non-binary
100.0,11,70.2,6.7,49.8,1,['ajedrez'],1,riesgo,67-934-9736,Luis,Perez,52.6493,Agender
69.4,10,72.9,5.2,84.7,0,"['deportes', 'club_matematicas']",0,no riesgo,22-651-7349,Jose,Ramirez,63.1353,Bigender
87.3,16,57.7,3.1,72.4,0,[],0,riesgo,67-634-1596,Marco,Garcia,84.8595,Polygender
81.6,9,94.0,8.3,87.8,0,"['periodico', 'arte']",0,no riesgo,54-894-3843,Mateo,Flores,64.5755,Genderqueer
85.2,6,93.5,8.8,72.4,0,['club_lectura'],0,no riesgo,13-669-1992,Camila,Vargas,68.2157,Female
100.0,15,80.2,11.2,61.7,0,['voluntariado'],0,no riesgo,50-552-6493,Valentina,Castillo,46.0403,Female
70.0,19,53.3,10.1,49.6,2,[],0,riesgo,69-384-7707,Luis,Perez,36.6491,Female
85.7,4,80.7,4.4,63.3,0,['club_lectura'],1,riesgo,64-728-8827,Elena,Lopez,59.3874,Genderfluid
91.2,13,57.8,9.5,61.1,0,"['club_lectura', 'musica', 'club_ciencias']",0,no riesgo,38-905-4540,Valentina,Ramirez,87.2025,Non-binary
82.0,4,64.3,21.3,80.5,0,['club_matematicas'],0,no riesgo,64-153-8431,Jose,Perez,75.968,Genderfluid
86.1,10,85.6,6.1,78.4,0,['teatro'],0,no riesgo,59-598-8296,Carlos,Castillo,81.7927,Genderqueer
88.8,9,82.4,10.2,58.9,0,['club_ciencias'],1,riesgo,50-969-5745,Jose,Martinez,79.099,Polygender
77.7,11,90.1,10.3,63.3,0,"['club_lectura', 'periodico', 'club_ciencias']",0,no riesgo,78-226-9784,Ana,Perez,46.7067,Polygender
72.1,18,65.4,9.9,79.1,1,"['club_ciencias', 'voluntariado', 'musica', 'ajedrez']",1,no riesgo,69-431-8936,Juan,Sanchez,62.5426,Agender
92.0,13,68.0,4.3,78.0,1,['club_lectura'],0,riesgo,35-979-5019,Angel,Perez,43.6988,Male
88.1,16,53.6,0.0,85.9,2,['musica'],0,riesgo,13-452-6890,Ana,Flores,77.8486,Bigender
94.7,14,73.2,8.6,84.0,1,"['robotica', 'teatro', 'club_ciencias']",0,no riesgo,99-493-3877,Angel,Sanchez,89.4588,Genderfluid
88.7,10,67.3,14.3,95.5,0,['ajedrez'],1,no riesgo,88-959-4640,Lucia,Martinez,77.1364,Genderfluid
97.2,11,53.3,1.4,84.6,1,['arte'],2,riesgo,47-198-8110,Angel,Perez,79.0206,Female
59.3,19,80.9,9.6,63.7,0,"['arte', 'club_lectura']",0,riesgo,32-871-6576,Jose,Sanchez,68.3403,Bigender
87.8,16,75.7,12.5,75.2,0,"['musica', 'voluntariado']",0,no riesgo,99-635-5541,Lucia,Garcia,76.0326,Non-binary
78.4,16,94.1,5.1,92.4,1,"['club_lectura', 'voluntariado', 'club_ciencias']",1,no riesgo,28-222-8242,Marco,Torres,74.7643,Non-binary
75.8,13,81.9,9.9,77.0,1,"['arte', 'club_lectura', 'musica', 'voluntariado']",0,no riesgo,12-467-3853,Lucia,Garcia,66.7896,Polygender
84.4,8,72.1,3.8,60.7,1,"['ajedrez', 'periodico', 'deportes']",0,riesgo,21-236-9730,Luis,Flores,65.4659,Non-binary
61.1,10,81.9,7.2,56.2,1,"['robotica', 'musica']",0,riesgo,45-858-6710,Maria,Sanchez,67.5799,Polygender
90.9,11,87.2,17.9,86.1,0,"['deportes', 'voluntariado', 'periodico', 'robotica']",1,no riesgo,36-805-1082,Juan,Castillo,78.7211,Genderqueer
95.7,11,76.9,2.9,73.1,0,"['deportes', 'teatro', 'voluntariado', 'robotica']",2,riesgo,23-932-2804,Mateo,Sanchez,93.2572,Genderfluid
90.2,5,80.1,3.8,80.5,1,"['club_matematicas', 'periodico', 'voluntariado']",0,no riesgo,71-783-5597,Jose,Sanchez,63.9999,Genderfluid
83.8,10,65.7,13.8,64.8,0,[],0,riesgo,59-521-8146,Ana,Torres,76.4068,Agender
93.9,11,74.9,4.3,73.3,1,"['robotica', 'club_matematicas']",0,riesgo,40-121-4949,Daniela,Sanchez,85.2771,Polygender
75.4,15,58.9,15.4,66.7,1,"['ajedrez', 'periodico']",1,riesgo,16-276-9638,Angel,Gonzalez,70.7261,Bigender
83.9,12,76.2,3.9,70.0,1,"['teatro', 'arte', 'club_lectura']",0,no riesgo,98-890-7133,Valentina,Sanchez,81.0867,Genderfluid
85.0,20,75.7,17.9,56.5,1,[],0,no riesgo,16-618-8446,Jose,Castillo,94.3968,Genderfluid
78.2,14,67.4,5.8,68.4,1,"['ajedrez', 'deportes']",0,riesgo,41-750-3040,Diego,Lopez,78.5767,Male
86.8,15,61.5,2.9,59.6,0,['musica'],1,riesgo,46-125-8739,Daniela,Gonzalez,51.2349,Polygender
78.0,15,75.2,0.0,70.9,0,"['club_matematicas', 'ajedrez']",0,riesgo,70-657-9213,Maria,Lopez,76.7076,Bigender
89.1,9,59.2,18.8,59.6,1,"['club_ciencias', 'ajedrez', 'voluntariado', 'arte']",0,riesgo,76-488-8824,Mateo,Castillo,66.2918,Genderfluid
78.8,16,51.7,1.6,38.0,2,[],1,riesgo,18-315-7050,Maria,Martinez,71.1738,Genderfluid
93.1,9,69.7,13.0,59.8,2,"['club_matematicas', 'robotica']",1,riesgo,93-705-2433,Angel,Torres,87.0912,Bigender
84.2,16,81.6,8.6,78.7,3,[],0,no riesgo,40-193-6035,Luis,Flores,64.2017,Male
56.5,3,92.2,21.3,63.9,1,"['ajedrez', 'arte']",1,riesgo,60-743-1670,Daniela,Flores,81.3711,Male
79.2,15,81.1,8.6,78.3,1,"['teatro', 'ajedrez']",1,no riesgo,38-375-6269,Camila,Ramirez,79.8613,Polygender
75.9,15,83.3,13.5,69.7,0,"['voluntariado', 'deportes']",0,no riesgo,32-863-8175,Luis,Rodriguez,75.1216,Non-binary
76.3,10,62.5,20.0,87.6,1,"['musica', 'voluntariado']",0,no riesgo,60-877-7779,Daniela,Torres,55.4875,Bigender
97.7,20,72.8,16.0,60.5,0,[],1,no riesgo,90-325-6019,Angel,Martinez,61.7299,Non-binary
91.3,19,62.4,7.0,77.0,0,"['periodico', 'club_matematicas']",0,no riesgo,43-965-6067,Camila,Torres,62.054,Genderqueer
85.3,17,65.4,16.3,54.5,1,['club_lectura'],0,riesgo,27-566-1622,Luis,Ramirez,67.4073,Genderfluid
100.0,11,78.4,7.0,80.8,1,[],0,no riesgo,26-828-1239,Elena,Garcia,67.9168,Genderqueer
66.2,17,76.2,15.9,62.5,0,[],0,no riesgo,18-903-8568,Carlos,Gonzalez,76.2404,Genderqueer
92.3,16,78.6,16.4,84.5,2,"['voluntariado', 'deportes']",1,no riesgo,24-200-6279,Marco,Flores,85.5225,Polygender
100.0,16,89.8,7.0,81.7,3,['club_matematicas'],0,no riesgo,77-451-1715,Lucia,Lopez,82.3039,Male
87.2,17,64.9,3.1,73.9,0,[],0,no riesgo,15-220-9679,Carlos,Garcia,63.384,Non-binary
83.1,10,76.1,13.4,60.2,3,"['voluntariado', 'club_lectura']",1,riesgo,37-191-9252,Ana,Castillo,47.6094,Bigender
91.8,20,80.4,6.7,55.5,0,"['teatro', 'ajedrez']",0,no riesgo,83-931-5065,Maria,Flores,70.0208,Genderqueer
78.1,6,77.8,11.3,78.2,3,"['deportes', 'club_ciencias']",0,riesgo,46-963-8776,Diego,Sanchez,100.0,Female
94.6,9,82.0,11.7,79.2,0,"['club_lectura', 'robotica', 'deportes']",0,no riesgo,64-969-7791,Ana,Perez,82.2789,Non-binary
79.9,20,64.3,15.3,54.6,0,[],0,no riesgo,38-334-1972,Ana,Martinez,94.4759,Polygender
70.2,12,84.5,4.5,97.0,0,"['musica', 'robotica', 'ajedrez']",1,no riesgo,98-821-9535,Diego,Martinez,67.9682,Polygender
100.0,11,85.3,13.5,61.7,0,"['club_ciencias', 'ajedrez', 'deportes']",0,no riesgo,43-895-5770,Valentina,Garcia,52.6557,Non-binary
71.1,20,59.0,16.1,72.6,0,"['club_ciencias', 'arte']",0,no riesgo,58-568-9770,Mateo,Gonzalez,74.5886,Non-binary
75.8,13,75.4,4.0,62.6,1,[],0,riesgo,73-760-2623,Valentina,Rodriguez,84.882,Bigender
86.6,9,70.9,18.9,56.9,0,"['robotica', 'voluntariado']",1,riesgo,41-348-9055,Marco,Martinez,57.9916,Non-binary
87.1,20,89.3,15.6,86.8,0,"['periodico', 'musica']",0,no riesgo,86-749-8097,Diego,Torres,85.83,Bigender
67.0,12,83.4,10.4,87.2,0,[],0,no riesgo,13-740-7541,Mateo,Lopez,82.6803,Bigender
76.8,12,100.0,10.0,69.7,1,"['club_lectura', 'deportes', 'teatro', 'arte']",1,no riesgo,91-197-4302,Marco,Rodriguez,73.4053,Polygender
100.0,20,77.2,5.3,61.6,0,"['ajedrez', 'arte']",0,no riesgo,23-433-3507,Elena,Castillo,66.4392,Genderqueer
75.1,10,84.1,0.0,68.1,0,"['club_ciencias', 'deportes', 'voluntariado', 'club_matematicas']",1,riesgo,68-371-2551,Carlos,Lopez,62.491,Female
90.2,13,75.1,8.6,77.9,0,[],0,no riesgo,58-128-8846,Marco,Castillo,42.8062,Non-binary
96.5,17,83.8,9.3,59.3,0,['voluntariado'],1,no riesgo,72-920-4817,Elena,Gonzalez,54.9642,Bigender
75.2,17,100.0,6.9,78.6,1,"['deportes', 'arte', 'club_matematicas']",0,no riesgo,15-565-2372,Carlos,Flores,49.551,Male
87.5,11,63.3,12.4,81.3,0,"['musica', 'deportes']",0,riesgo,15-698-6025,Ana,Rodriguez,62.0135,Female
90.3,14,43.2,13.6,72.3,0,['voluntariado'],0,riesgo,55-970-6355,Mateo,Lopez,84.5882,Genderfluid
79.3,15,70.5,0.0,74.0,0,['voluntariado'],1,riesgo,87-338-5068,Daniela,Castillo,80.745,Agender
96.6,12,66.3,2.1,78.3,0,"['teatro', 'club_ciencias', 'voluntariado']",0,no riesgo,48-701-1078,Daniela,Ramirez,100.0,Genderqueer
94.6,17,89.2,10.4,92.7,2,"['club_ciencias', 'robotica', 'club_lectura', 'ajedrez']",1,no riesgo,20-365-7532,Lucia,Lopez,77.4849,Non-binary
98.0,15,88.7,10.6,57.2,0,[],0,no riesgo,89-175-6180,Diego,Castillo,65.7838,Agender
100.0,20,93.8,13.1,54.4,1,['club_lectura'],0,no riesgo,37-510-2845,Juan,Rodriguez,34.823,Agender
81.6,20,65.2,11.9,67.4,2,[],0,no riesgo,47-623-8304,Ana,Martinez,91.7396,Female
79.0,7,63.7,11.7,80.2,0,"['club_matematicas', 'robotica']",0,riesgo,69-831-8510,Angel,Flores,58.435,Non-binary
94.2,20,96.3,11.9,59.2,0,[],0,no riesgo,79-212-4149,Angel,Garcia,70.4647,Genderqueer
64.8,3,71.1,11.1,78.6,1,[],0,riesgo,87-401-6046,Carlos,Perez,68.2461,Genderqueer
85.2,7,71.0,0.5,94.3,1,"['teatro', 'deportes']",0,riesgo,11-741-8230,Angel,Garcia,57.238,Female
80.3,13,82.5,6.1,76.4,1,"['musica', 'periodico', 'teatro']",1,riesgo,96-990-2819,Lucia,Gonzalez,57.9425,Agender
78.4,18,100.0,5.5,53.8,0,"['club_ciencias', 'club_lectura', 'deportes', 'periodico']",0,no riesgo,13-672-4725,Mateo,Ramirez,55.0164,Non-binary
100.0,19,75.5,4.2,70.1,0,"['voluntariado', 'deportes']",0,no riesgo,18-116-3246,Ana,Flores,55.7858,Female
67.0,11,54.9,11.0,78.4,1,['voluntariado'],0,riesgo,34-507-1129,Elena,Rodriguez,73.4844,Genderfluid
70.8,15,81.4,10.5,88.4,1,"['teatro', 'voluntariado']",1,no riesgo,61-642-9660,Elena,Ramirez,72.9282,Genderqueer
100.0,17,65.0,2.7,74.5,0,"['club_matematicas', 'club_lectura']",2,no riesgo,82-503-3180,Valentina,Flores,74.5013,Agender
84.7,16,81.7,8.7,62.2,0,[],0,no riesgo,76-152-6196,Jose,Garcia,65.5301,Genderfluid
78.4,18,81.7,15.0,68.4,2,"['arte', 'deportes', 'club_ciencias']",0,no riesgo,85-586-9234,Valentina,Martinez,81.7102,Male
79.0,12,80.5,8.4,61.2,1,[],0,riesgo,62-659-7383,Elena,Rodriguez,84.218,Male
82.7,18,61.1,15.4,66.0,1,"['robotica', 'club_ciencias']",0,no riesgo,58-406-9485,Angel,Flores,62.2412,Genderqueer
93.1,15,68.4,7.0,86.8,1,"['robotica', 'voluntariado', 'ajedrez']",0,no riesgo,30-335-2440,Lucia,Ramirez,63.6166,Non-binary
79.5,15,60.7,17.1,58.4,0,[],0,riesgo,61-389-1243,Jose,Martinez,79.8715,Male
89.9,18,77.8,6.2,86.9,1,['ajedrez'],0,no riesgo,32-938-4573,Marco,Ramirez,29.7231,Female
91.4,16,85.6,14.6,97.9,2,[],1,no riesgo,94-514-4669,Maria,Lopez,68.9854,Genderfluid
83.4,15,47.0,8.2,74.4,1,['voluntariado'],0,riesgo,75-776-7022,Diego,Flores,68.7833,Agender
94.4,20,71.4,11.1,71.5,1,[],0,no riesgo,66-366-7620,Ana,Sanchez,50.9712,Agender
85.3,16,50.9,13.6,72.0,0,[],0,riesgo,89-986-2740,Jose,Vargas,59.155,Genderfluid
85.9,10,74.0,8.7,82.4,0,"['club_matematicas', 'deportes']",1,riesgo,85-605-1996,Camila,Ramirez,53.4772,Female
100.0,12,73.9,14.3,73.6,0,[],1,no riesgo,39-565-6753,Elena,Martinez,79.5868,Genderfluid
80.6,5,53.7,12.9,89.8,0,"['club_ciencias', 'deportes', 'teatro', 'musica']",0,riesgo,31-540-6105,Juan,Ramirez,45.2544,Agender
87.5,20,73.8,2.1,75.9,0,"['periodico', 'arte', 'deportes']",1,no riesgo,42-223-5698,Carlos,Gonzalez,80.3814,Female
100.0,13,78.5,11.4,56.1,0,"['musica', 'voluntariado', 'club_lectura', 'robotica']",1,no riesgo,20-274-8462,Ana,Sanchez,38.6006,Polygender
84.7,13,82.6,7.1,88.3,1,"['club_ciencias', 'periodico', 'club_matematicas']",2,no riesgo,82-185-1557,Angel,Gonzalez,54.6863,Genderqueer
89.6,20,76.8,8.1,56.0,1,['deportes'],1,riesgo,32-650-8821,Marco,Castillo,77.3579,Genderfluid
75.2,12,77.6,8.6,66.6,0,[],2,riesgo,53-343-4709,Ana,Castillo,60.0353,Male
89.2,10,81.2,5.8,68.0,0,"['deportes', 'periodico']",0,no riesgo,60-256-3937,Lucia,Martinez,54.4644,Bigender
86.4,4,86.0,9.8,67.0,1,"['deportes', 'club_lectura']",0,riesgo,68-651-9627,Jose,Gonzalez,93.4591,Bigender
81.3,9,86.3,16.4,69.0,2,"['robotica', 'teatro', 'voluntariado', 'periodico']",1,riesgo,15-719-7186,Diego,Sanchez,50.1425,Bigender
100.0,19,93.6,2.5,88.1,0,"['teatro', 'periodico', 'musica']",0,no riesgo,13-180-8741,Mateo,Castillo,68.7389,Bigender
74.0,15,77.2,18.3,80.8,1,['club_lectura'],0,no riesgo,30-955-9901,Elena,Torres,71.8647,Non-binary
83.4,12,93.3,16.5,77.9,1,['teatro'],1,no riesgo,71-392-6690,Valentina,Castillo,76.6542,Polygender
83.6,12,82.6,15.3,67.6,0,"['arte', 'voluntariado', 'club_ciencias', 'teatro']",1,no riesgo,79-657-9701,Lucia,Rodriguez,66.2267,Male
79.2,20,65.1,9.8,73.5,1,[],1,riesgo,19-369-7386,Jose,Rodriguez,91.8681,Genderqueer
82.2,17,54.8,6.9,56.8,0,[],0,riesgo,30-940-8922,Maria,Garcia,21.6741,Non-binary
63.9,18,62.6,12.2,76.2,2,"['club_matematicas', 'arte', 'deportes']",0,riesgo,22-579-9998,Juan,Vargas,38.5651,Polygender
92.9,18,72.8,11.0,74.5,1,['deportes'],0,no riesgo,16-641-8738,Valentina,Castillo,76.3896,Agender
100.0,19,83.9,9.8,90.4,1,"['musica', 'ajedrez', 'periodico']",0,no riesgo,50-994-7262,Valentina,Vargas,76.7641,Bigender
