asistencia_clases,tareas_entregadas,participacion_clase,horas_estudio,promedio_evaluaciones,cursos_reprobados,actividades_extracurriculares,reportes_disciplinarios,riesgo,carnet,first_name,last_name,promedio_actual,gender
88.5,20,68.0,14.7,58.4,0,['deportes'],0,no riesgo,66-783-6351,Daniela,Garcia,62.1484,Polygender
68.6,19,83.4,8.1,58.3,0,['periodico'],0,riesgo,10-453-4520,Lucia,Lopez,67.7744,Bigender
81.5,14,83.9,13.7,83.3,0,"['arte', 'club_matematicas', 'club_ciencias']",1,riesgo,83-217-9937,Daniela,Flores,57.8617,Agender
94.3,12,63.1,14.1,65.1,3,[],1,riesgo,13-515-1434,Marco,Perez,48.9218,Agender
73.7,7,75.6,12.5,53.9,0,"['robotica', 'periodico', 'voluntariado', 'teatro']",0,riesgo,86-490-4426,Elena,Flores,81.5296,Bigender
100.0,13,74.9,7.0,62.0,0,['club_ciencias'],0,no riesgo,18-282-8406,Elena,Torres,87.6264,Female
86.1,16,73.9,11.5,73.6,1,"['teatro', 'ajedrez', 'club_lectura']",0,no riesgo,26-415-9550,Jose,Garcia,92.3061,Genderfluid
91.8,18,64.6,16.9,73.6,2,"['voluntariado', 'teatro', 'club_matematicas']",0,riesgo,18-591-5057,Juan,Sanchez,63.909,Male
88.7,14,81.8,8.9,74.0,0,"['deportes', 'club_ciencias']",1,no riesgo,10-159-9326,Mateo,Ramirez,87.05,Male
87.3,14,92.8,12.4,65.2,0,"['deportes', 'musica']",0,no riesgo,49-936-8743,Luis,Rodriguez,77.1541,Genderqueer
65.4,15,91.9,11.8,73.5,0,"['club_lectura', 'teatro']",1,no riesgo,21-515-1718,Maria,Vargas,78.2892,Agender
89.6,14,67.0,12.8,86.0,0,"['robotica', 'club_matematicas']",0,riesgo,60-643-9330,Jose,Vargas,76.1132,Non-binary
76.1,18,84.4,10.7,81.4,0,"['club_matematicas', 'teatro', 'voluntariado']",0,no riesgo,75-106-9124,Maria,Perez,36.2644,Polygender
74.9,7,79.1,8.2,57.4,0,"['club_matematicas', 'arte']",1,riesgo,52-673-7404,Diego,Ramirez,49.6308,Genderfluid
85.1,17,75.0,11.7,67.0,0,"['ajedrez', 'deportes']",0,riesgo,71-855-5229,Camila,Ramirez,75.9084,Genderqueer
91.5,18,67.4,13.8,79.1,0,"['robotica', 'musica']",1,no riesgo,43-861-8846,Diego,Ramirez,59.59,Agender
87.5,14,73.9,2.5,77.4,2,['musica'],2,riesgo,94-345-1796,Marco,Sanchez,81.8993,Agender
93.2,18,73.1,8.1,81.8,0,"['arte', 'club_lectura']",1,no riesgo,93-282-9215,Luis,Rodriguez,86.8575,Bigender
72.4,10,63.2,4.7,40.3,0,['arte'],0,riesgo,53-486-8062,Mateo,Gonzalez,63.0073,Genderfluid
65.3,9,93.3,9.6,93.2,0,['arte'],0,no riesgo,60-379-9617,Lucia,Lopez,70.4935,Agender
86.8,14,79.0,12.7,76.5,1,"['robotica', 'ajedrez']",0,riesgo,62-845-2700,Marco,Sanchez,60.651,Polygender
68.8,11,72.7,5.5,78.1,2,['periodico'],0,riesgo,74-671-8090,Marco,Garcia,66.3231,Polygender
81.8,10,93.6,7.2,74.0,1,['arte'],0,riesgo,81-832-3645,Valentina,Gonzalez,70.0292,Agender
77.7,8,76.7,9.7,91.0,2,"['ajedrez', 'club_matematicas']",0,no riesgo,27-505-9400,Valentina,Martinez,67.4791,Female
97.1,13,71.5,13.7,92.0,0,['club_matematicas'],0,no riesgo,47-662-3107,Valentina,Sanchez,72.0108,Bigender
72.5,20,76.7,8.5,63.2,1,"['club_lectura', 'club_ciencias']",1,riesgo,90-532-9155,Ana,Vargas,58.9603,Polygender
88.9,12,80.9,15.8,89.4,2,['voluntariado'],0,no riesgo,42-663-1299,Marco,Perez,65.8195,Genderfluid
63.3,19,74.3,1.6,73.8,0,['voluntariado'],2,riesgo,25-388-4256,Maria,Garcia,75.2073,Bigender
91.2,7,71.2,3.5,81.4,0,[],0,riesgo,38-992-6470,Lucia,Castillo,48.8075,Female
87.9,6,64.4,6.8,82.8,2,[],1,riesgo,48-892-4536,Mateo,Torres,94.1329,Agender
98.0,20,84.5,16.6,64.5,0,"['voluntariado', 'arte']",1,riesgo,92-405-4932,Valentina,Lopez,69.7844,Genderqueer
100.0,7,75.4,9.8,81.2,2,['ajedrez'],1,riesgo,42-452-4337,Carlos,Lopez,67.72,Genderfluid
82.6,20,81.9,4.7,77.1,1,[],0,no riesgo,35-740-2908,Luis,Sanchez,68.149,Genderqueer
92.8,20,90.4,9.7,66.1,0,"['deportes', 'voluntariado', 'arte']",1,no riesgo,46-948-9616,Lucia,Ramirez,62.5103,Agender
74.6,11,58.1,4.7,65.9,1,['teatro'],0,riesgo,21-209-7911,Valentina,Sanchez,60.0639,Genderfluid
84.5,14,83.3,5.4,75.6,1,"['club_ciencias', 'ajedrez']",0,no riesgo,25-722-3002,Angel,Lopez,70.3565,Genderfluid
89.2,20,81.5,12.8,70.9,0,"['musica', 'ajedrez', 'club_lectura', 'robotica']",1,no riesgo,24-897-6187,Marco,Torres,55.5572,Female
78.2,14,95.8,5.5,100.0,1,['arte'],2,no riesgo,81-397-1328,Luis,Ramirez,60.313,Polygender
81.3,16,87.1,17.0,84.7,1,['club_lectura'],1,no riesgo,25-901-3789,Ana,Ramirez,89.5019,Genderqueer
84.3,19,66.0,12.3,79.4,2,[],0,riesgo,76-302-8549,Diego,Ramirez,42.3888,Genderfluid
94.1,10,62.8,14.9,71.2,2,[],0,no riesgo,11-657-6405,Luis,Flores,56.149,Polygender
75.2,11,63.8,7.9,97.1,0,"['voluntariado', 'periodico']",0,riesgo,19-832-5995,Jose,Garcia,83.5183,Female
100.0,16,80.5,19.2,86.5,0,"['club_ciencias', 'club_lectura']",0,no riesgo,43-421-2281,Ana,Torres,66.8305,Male
76.9,2,83.0,16.8,74.7,0,"['robotica', 'musica', 'deportes']",0,no riesgo,16-488-3704,Maria,Vargas,79.921,Polygender
72.4,0,83.4,11.8,57.0,2,['musica'],0,riesgo,11-571-8113,Valentina,Vargas,55.7035,Female
91.6,20,69.1,4.2,65.6,1,"['club_matematicas', 'club_ciencias', 'ajedrez']",0,no riesgo,23-387-2363,Daniela,Perez,67.5276,Male
79.2,18,90.1,9.0,65.2,1,"['robotica', 'deportes']",0,no riesgo,14-226-9365,Valentina,Castillo,79.3815,Agender
77.0,8,86.0,11.5,77.1,3,"['musica', 'periodico', 'teatro', 'club_ciencias']",0,no riesgo,11-980-4142,Juan,Torres,82.9848,Male
99.7,16,73.1,9.9,81.2,0,['robotica'],0,no riesgo,65-231-6712,Luis,Torres,73.2788,Bigender
69.5,4,72.2,7.6,74.6,1,"['club_ciencias', 'periodico']",0,riesgo,48-980-5610,Maria,Garcia,65.0639,Non-binary
66.0,20,70.7,15.1,63.5,2,['voluntariado'],0,no riesgo,66-925-7386,Lucia,Torres,71.4811,Genderfluid
77.5,15,88.4,7.1,71.3,0,"['teatro', 'musica']",1,riesgo,31-403-7107,Maria,Lopez,79.5071,Bigender
81.9,18,82.6,11.7,79.2,0,['teatro'],2,no riesgo,61-622-8055,Mateo,Garcia,79.2751,Female
68.4,12,79.5,16.0,66.2,2,['club_ciencias'],1,riesgo,86-851-6972,Luis,Gonzalez,93.4362,Polygender
90.2,12,77.8,11.7,71.9,2,['voluntariado'],2,riesgo,87-357-9113,Elena,Torres,81.0404,Polygender
86.1,18,55.1,14.0,73.9,0,"['robotica', 'teatro', 'club_matematicas', 'voluntariado']",2,no riesgo,66-505-3693,Lucia,Rodriguez,93.7091,Non-binary
80.2,11,68.7,13.6,75.3,0,['voluntariado'],1,no riesgo,43-100-3914,Valentina,Garcia,87.4917,Agender
73.8,11,66.5,0.0,56.4,0,['periodico'],1,riesgo,25-396-7024,Daniela,Garcia,47.4598,Female
62.4,13,82.7,10.1,65.5,0,"['deportes', 'musica']",1,riesgo,72-713-1729,Valentina,Vargas,82.6885,Genderfluid
95.6,20,45.9,11.2,77.6,0,['teatro'],0,riesgo,68-698-9133,Carlos,Torres,77.0437,Polygender
76.6,6,82.5,13.0,57.2,0,['musica'],1,riesgo,35-666-1577,Ana,Torres,74.2543,Female
81.0,16,99.2,7.7,69.0,2,"['musica', 'deportes']",0,riesgo,70-261-6352,Maria,Lopez,70.8562,Genderfluid
79.2,7,65.7,11.1,77.3,2,"['ajedrez', 'robotica', 'periodico', 'deportes']",1,riesgo,79-334-6224,Jose,Flores,96.2493,Genderqueer
93.4,20,77.1,19.1,83.8,0,"['voluntariado', 'robotica']",0,no riesgo,54-693-7170,Jose,Ramirez,54.6656,Bigender
83.8,20,100.0,6.9,69.3,1,['club_ciencias'],2,no riesgo,17-574-7602,Mateo,Gonzalez,74.0892,Female
88.2,14,61.7,5.1,61.6,1,"['teatro', 'arte', 'club_ciencias']",0,riesgo,11-284-2560,Diego,Castillo,74.4136,Male
72.2,16,78.8,16.2,70.4,1,"['arte', 'club_ciencias']",0,no riesgo,97-179-8115,Angel,Rodriguez,29.7654,Genderfluid
100.0,11,65.8,9.6,83.5,2,['club_lectura'],0,no riesgo,95-456-7769,Juan,Gonzalez,90.6393,Agender
97.9,8,77.1,1.4,86.5,0,['ajedrez'],0,no riesgo,75-338-7278,Ana,Castillo,61.5635,Genderfluid
73.2,17,55.7,17.6,72.3,0,['teatro'],1,riesgo,39-472-1001,Lucia,Vargas,82.5217,Non-binary
71.2,18,81.5,4.8,67.1,0,['periodico'],0,riesgo,27-683-8768,Camila,Torres,64.9004,Polygender
99.9,8,74.4,7.4,82.4,0,[],0,no riesgo,31-869-7631,Mateo,Rodriguez,43.1863,Bigender
71.3,20,86.7,5.3,91.6,1,['ajedrez'],0,no riesgo,36-486-2736,Lucia,Vargas,50.6035,Genderfluid
91.0,14,76.4,9.3,79.2,0,"['musica', 'teatro', 'ajedrez']",1,no riesgo,99-778-7196,Daniela,Torres,51.7633,Bigender
64.1,10,84.4,11.9,80.5,1,[],0,riesgo,54-629-2236,Carlos,Perez,62.2561,Genderqueer
70.2,16,91.1,4.4,75.2,0,"['robotica', 'club_ciencias']",1,no riesgo,60-768-4497,Daniela,Castillo,55.9646,Agender
100.0,12,65.6,11.1,85.4,0,['voluntariado'],0,riesgo,85-369-8352,Lucia,Vargas,72.291,Female
75.2,12,71.1,17.4,79.3,0,['club_matematicas'],1,riesgo,12-772-7767,Mateo,Gonzalez,78.8705,Genderqueer
96.2,16,85.7,14.3,60.4,0,['teatro'],1,no riesgo,26-861-9609,Jose,Rodriguez,78.8989,Non-binary
100.0,14,66.4,6.0,84.7,0,['periodico'],1,no riesgo,96-494-5277,Elena,Garcia,35.8839,Non-binary
97.4,20,63.0,11.8,64.3,1,['club_ciencias'],1,no riesgo,71-185-4176,Mateo,Perez,66.1202,Male
88.2,19,78.6,7.5,76.5,0,"['ajedrez', 'periodico', 'deportes', 'arte']",1,no riesgo,24-739-7414,Ana,Sanchez,39.2289,Genderqueer
90.9,17,71.4,8.3,68.6,2,"['musica', 'ajedrez']",0,riesgo,19-575-4186,Maria,Vargas,70.7393,Genderqueer
81.7,10,85.3,9.1,88.3,0,['periodico'],0,no riesgo,24-371-9915,Maria,Garcia,35.9682,Genderfluid
86.6,8,73.9,13.0,83.8,3,"['teatro', 'robotica']",0,no riesgo,90-430-7675,Angel,Martinez,65.9543,Male
90.4,15,73.4,10.7,65.8,1,"['club_lectura', 'robotica', 'ajedrez']",0,no riesgo,23-305-6813,Jose,Torres,53.8811,Female
92.0,20,86.7,12.5,45.0,0,[],1,riesgo,74-566-1381,Valentina,Martinez,70.7946,Genderfluid
89.7,8,61.7,13.3,95.3,2,[],0,riesgo,63-899-4639,Maria,Gonzalez,55.8596,Female
95.4,20,51.1,0.0,58.8,1,"['club_matematicas', 'voluntariado']",0,riesgo,96-952-4228,Jose,Ramirez,92.5138,Non-binary
76.7,13,69.2,5.3,61.6,0,['club_matematicas'],0,riesgo,19-597-9193,Daniela,Lopez,57.8114,Non-binary
83.1,13,67.0,12.1,71.4,1,['robotica'],0,riesgo,72-384-7626,Valentina,Vargas,65.2535,Male
94.2,18,63.1,9.1,64.8,0,['robotica'],0,no riesgo,96-462-2132,Daniela,Lopez,86.4305,Non-binary
88.3,14,79.6,8.0,67.3,0,"['club_ciencias', 'ajedrez']",1,riesgo,24-888-4872,Valentina,Martinez,88.8546,Non-binary
73.8,13,64.6,13.1,63.2,1,[],0,no riesgo,81-996-6183,Juan,Garcia,59.5198,Bigender
86.0,11,61.2,2.0,52.2,0,[],1,riesgo,47-191-8174,Lucia,Torres,77.622,Polygender
88.1,13,59.6,11.5,69.2,1,"['robotica', 'club_matematicas', 'arte', 'club_lectura']",0,riesgo,77-373-2601,Jose,Ramirez,83.124,Bigender
86.8,7,84.2,7.6,69.7,1,"['deportes', 'ajedrez', 'arte', 'club_matematicas']",0,no riesgo,79-528-3700,Maria,Martinez,64.6983,Polygender
95.0,11,79.6,12.0,53.2,1,[],0,riesgo,32-342-6301,Mateo,Flores,79.1022,Genderfluid
100.0,17,93.6,16.2,100.0,0,['periodico'],0,no riesgo,68-399-2255,Mateo,Martinez,78.5942,Genderfluid
66.1,19,80.7,17.3,79.6,0,['ajedrez'],0,no riesgo,12-467-6177,Angel,Martinez,81.1357,Non-binary
85.5,6,100.0,5.0,72.0,0,['teatro'],0,riesgo,46-803-8696,Daniela,Gonzalez,95.7613,Bigender
90.5,20,81.7,9.0,65.0,2,['arte'],0,riesgo,53-259-9961,Ana,Garcia,59.5228,Female
100.0,14,96.0,12.5,79.8,0,"['musica', 'ajedrez']",3,no riesgo,90-488-3544,Diego,Rodriguez,50.1621,Female
83.3,9,81.1,11.7,76.9,2,[],0,riesgo,37-601-9340,Maria,Sanchez,49.9936,Genderqueer
94.0,17,86.7,11.1,71.5,2,"['club_matematicas', 'ajedrez', 'voluntariado']",0,no riesgo,50-798-5043,Lucia,Garcia,61.4415,Bigender
89.7,10,74.5,1.9,59.1,0,[],1,riesgo,94-749-5760,Camila,Castillo,76.5293,Non-binary
100.0,20,73.1,9.4,81.6,0,[],0,no riesgo,97-742-1041,Lucia,Lopez,58.9308,Polygender
79.6,7,68.1,6.3,91.0,0,"['musica', 'arte', 'ajedrez']",0,no riesgo,75-675-5942,Diego,Torres,71.1731,Bigender
86.7,16,81.9,6.7,62.8,1,"['teatro', 'club_matematicas', 'musica']",0,no riesgo,20-494-7926,Carlos,Castillo,84.4893,Polygender
81.7,18,52.7,10.0,93.1,0,[],2,riesgo,39-564-8920,Jose,Martinez,61.8903,Bigender
81.9,16,71.2,4.1,42.9,1,['periodico'],0,riesgo,66-405-1339,Juan,Flores,49.8563,Genderqueer
86.8,9,82.8,0.5,98.0,1,[],0,no riesgo,47-175-3249,Marco,Garcia,55.4097,Male
87.4,20,63.2,0.0,79.9,2,['deportes'],1,riesgo,76-497-7147,Mateo,Sanchez,90.9718,Male
94.8,2,75.7,4.5,91.3,2,"['club_lectura', 'deportes']",0,riesgo,62-560-2719,Lucia,Lopez,90.3064,Non-binary
90.7,15,85.9,8.3,72.4,0,['club_ciencias'],0,no riesgo,96-683-6772,Valentina,Vargas,65.4457,Genderfluid
67.8,16,98.2,17.5,63.1,0,['club_ciencias'],0,riesgo,56-755-1812,Daniela,Flores,39.1716,Genderqueer
89.2,5,76.8,16.8,72.6,0,[],0,no riesgo,10-309-7204,Juan,Castillo,54.7414,Male
80.8,17,61.3,8.6,79.9,2,"['teatro', 'deportes']",0,riesgo,51-694-8787,Maria,Ramirez,71.4166,Bigender
83.5,15,82.1,14.0,84.4,0,"['deportes', 'arte']",1,no riesgo,48-562-3237,Daniela,Sanchez,52.1104,Agender
82.8,20,91.0,24.3,62.0,0,"['club_lectura', 'arte', 'voluntariado']",0,no riesgo,19-987-2902,Lucia,Gonzalez,74.9221,Agender
76.9,9,78.8,4.2,91.0,0,"['musica', 'club_ciencias', 'periodico']",0,no riesgo,15-523-4711,Maria,Perez,67.8013,Female
74.1,20,97.3,8.9,73.2,1,[],1,riesgo,99-349-7250,Jose,Perez,82.8426,Non-binary
77.4,14,93.6,4.8,47.6,2,['musica'],1,riesgo,52-203-3928,Luis,Martinez,74.5152,Genderfluid
100.0,14,66.2,10.0,76.7,2,['club_lectura'],2,riesgo,21-994-3140,Luis,Torres,49.5646,Genderqueer
77.7,20,71.6,16.9,44.0,0,['ajedrez'],0,no riesgo,47-614-2625,Diego,Martinez,52.2463,Agender
78.8,13,68.5,14.6,62.2,0,['club_matematicas'],2,riesgo,82-346-5123,Ana,Vargas,81.5166,Agender
82.1,13,68.7,17.6,82.1,1,"['club_lectura', 'club_ciencias']",2,no riesgo,83-637-2797,Juan,Lopez,58.4902,Agender
94.7,13,64.3,9.3,65.4,0,"['musica', 'club_ciencias']",0,no riesgo,40-177-3841,Diego,Castillo,46.9063,Male
93.6,16,62.2,12.6,55.2,0,"['robotica', 'teatro']",0,no riesgo,16-481-8441,Valentina,Perez,46.9878,Genderfluid
69.8,6,73.9,6.8,82.8,0,[],0,riesgo,53-897-8228,Marco,Martinez,72.6403,Genderfluid
67.2,20,56.7,9.2,61.1,0,"['robotica', 'teatro', 'periodico']",1,riesgo,67-412-4241,Juan,Perez,87.075,Female
85.6,20,77.2,11.3,53.5,0,['periodico'],1,no riesgo,75-609-3987,Ana,Vargas,92.5109,Non-binary
88.6,9,84.6,14.9,93.8,1,"['deportes', 'musica', 'club_ciencias']",1,no riesgo,45-102-4851,Carlos,Perez,44.8555,Genderqueer
72.6,11,83.9,15.0,79.1,1,[],1,riesgo,66-793-3111,Jose,Perez,57.4936,Genderfluid
76.7,13,73.5,7.8,74.6,0,['ajedrez'],0,no riesgo,37-815-6086,Valentina,Perez,74.4879,Bigender
80.4,8,76.8,14.6,61.3,0,['club_matematicas'],0,no riesgo,39-974-3034,Carlos,Flores,73.4886,Female
83.0,10,88.8,14.2,91.1,0,"['club_lectura', 'voluntariado']",0,riesgo,66-365-6262,Carlos,Garcia,60.6476,Genderqueer
79.5,15,58.9,9.3,73.6,2,"['arte', 'club_matematicas', 'deportes']",0,riesgo,64-190-9640,Jose,Castillo,78.9852,Non-binary
100.0,9,63.2,4.5,70.4,0,['voluntariado'],0,riesgo,44-436-8017,Juan,Gonzalez,99.8407,Bigender
83.4,12,81.4,5.3,86.3,0,['robotica'],1,riesgo,74-668-5482,Carlos,Vargas,86.6019,Genderqueer
55.7,14,72.6,8.9,72.6,2,['club_lectura'],1,no riesgo,55-118-4630,Juan,Martinez,63.1523,Non-binary
96.0,16,75.9,0.0,70.4,0,"['club_lectura', 'robotica']",0,no riesgo,19-526-1139,Luis,Sanchez,89.7767,Polygender
85.6,11,53.1,11.9,73.0,3,['robotica'],1,riesgo,74-753-5228,Elena,Perez,89.1472,Male
81.0,6,54.8,20.3,55.2,2,"['robotica', 'ajedrez']",0,riesgo,87-707-8299,Marco,Ramirez,88.8562,Male
79.8,10,86.7,9.9,51.4,0,[],1,no riesgo,73-573-6602,Jose,Perez,59.6038,Female
84.0,11,67.6,3.7,56.5,1,"['musica', 'deportes', 'teatro', 'arte']",0,riesgo,50-483-2601,Angel,Flores,64.7828,Genderqueer
100.0,12,60.5,15.8,66.9,0,['club_lectura'],2,no riesgo,77-197-5797,Luis,Rodriguez,58.0255,Polygender
83.2,12,91.6,15.2,71.7,0,['periodico'],0,riesgo,45-403-1863,Ana,Sanchez,84.806,Genderqueer
91.0,20,73.1,2.7,75.4,1,[],0,no riesgo,93-450-3528,Valentina,Garcia,56.224,Polygender
85.7,13,76.5,13.3,91.4,0,[],0,no riesgo,57-164-1249,Angel,Torres,82.936,Polygender
80.3,20,75.4,8.2,71.5,1,['ajedrez'],0,no riesgo,94-696-7502,Juan,Flores,63.655,Bigender
95.6,16,66.6,16.8,95.5,2,"['teatro', 'musica']",1,no riesgo,91-703-1856,Mateo,Torres,96.2557,Bigender
82.1,10,73.2,7.6,73.9,0,"['voluntariado', 'club_matematicas']",0,riesgo,41-255-6136,Ana,Martinez,73.5348,Agender
80.3,20,60.5,17.7,58.2,1,['teatro'],1,riesgo,61-364-6751,Ana,Castillo,71.4346,Agender
82.7,12,71.4,13.6,67.4,0,[],0,riesgo,12-714-8389,Maria,Perez,65.652,Genderqueer
87.8,16,60.0,11.8,70.2,1,['arte'],0,no riesgo,26-693-3026,Ana,Martinez,64.3208,Non-binary
77.1,13,59.9,15.6,57.3,0,['club_lectura'],0,riesgo,91-697-4132,Elena,Garcia,81.2312,Polygender
79.4,7,86.0,0.0,70.5,1,[],1,riesgo,72-411-4405,Daniela,Torres,56.7981,Genderfluid
88.8,9,72.7,7.1,76.2,0,"['ajedrez', 'teatro', 'musica']",0,no riesgo,55-803-9770,Daniela,Castillo,66.8086,Agender
87.0,13,70.3,10.7,54.3,1,"['musica', 'club_ciencias']",1,riesgo,90-383-4120,Diego,Flores,72.5697,Genderfluid
82.9,10,79.6,13.9,74.8,2,[],1,riesgo,99-569-2602,Maria,Gonzalez,69.4286,Bigender
78.3,17,83.5,14.3,81.9,1,['club_ciencias'],2,no riesgo,87-637-8289,Ana,Rodriguez,83.1482,Polygender
86.2,17,66.5,3.8,77.0,0,[],0,no riesgo,42-262-2968,Angel,Martinez,100.0,Male
58.8,16,79.5,9.1,87.9,0,['teatro'],0,riesgo,77-573-6221,Angel,Gonzalez,98.6567,Agender
86.8,12,64.3,3.6,66.8,2,"['teatro', 'ajedrez']",0,riesgo,48-867-7165,Lucia,Flores,82.5842,Genderfluid
76.6,20,86.8,11.7,60.0,1,[],0,no riesgo,55-895-4296,Daniela,Ramirez,74.5066,Agender
88.9,13,54.3,18.3,48.7,0,['robotica'],1,riesgo,37-232-2096,Valentina,Castillo,60.5014,Genderqueer
98.8,8,74.0,4.8,62.6,0,['periodico'],1,riesgo,27-620-8740,Valentina,Martinez,78.4026,Bigender
75.3,16,81.7,9.5,66.0,0,"['club_ciencias', 'arte']",1,no riesgo,47-342-1736,Luis,Martinez,67.0813,Genderqueer
73.6,19,68.7,8.0,66.1,1,"['club_matematicas', 'robotica']",0,no riesgo,12-867-8271,Jose,Sanchez,69.9045,Male
56.5,15,82.4,12.1,54.2,0,"['club_matematicas', 'periodico', 'ajedrez', 'arte']",0,riesgo,86-419-2979,Angel,Flores,60.7191,Genderqueer
76.3,11,69.0,4.1,61.8,0,[],0,riesgo,55-381-5064,Daniela,Martinez,81.9626,Genderfluid
98.8,11,81.7,18.2,69.9,2,"['voluntariado', 'ajedrez', 'club_matematicas']",0,no riesgo,80-178-7164,Valentina,Torres,69.698,Polygender
84.5,14,81.3,15.3,80.1,1,"['club_ciencias', 'club_matematicas']",0,no riesgo,10-417-6276,Ana,Vargas,65.5312,Genderfluid
81.2,19,73.1,10.9,70.7,1,"['arte', 'ajedrez', 'club_lectura']",1,no riesgo,45-724-5091,Mateo,Castillo,70.9332,Polygender
88.5,20,81.1,6.2,65.6,0,[],0,riesgo,75-463-5047,Ana,Flores,73.8962,Female
92.6,17,62.8,10.5,76.5,1,"['ajedrez', 'musica']",0,no riesgo,48-853-4075,Elena,Lopez,66.6507,Male
91.0,13,87.5,0.0,82.4,0,"['club_matematicas', 'voluntariado', 'ajedrez']",0,no riesgo,79-722-2895,Marco,Gonzalez,53.7785,Agender
92.7,8,74.1,11.2,83.3,1,[],1,riesgo,73-971-7818,Daniela,Flores,100.0,Genderfluid
100.0,5,75.8,11.7,73.3,1,['musica'],1,riesgo,83-510-2228,Juan,Sanchez,62.4574,Bigender
90.7,19,40.7,5.1,81.7,2,[],1,riesgo,37-495-8771,Lucia,Gonzalez,92.4022,Genderfluid
87.8,10,77.2,12.3,72.6,0,['musica'],1,no riesgo,15-898-2016,Ana,Perez,52.2995,Female
94.7,20,74.8,13.7,50.8,1,"['robotica', 'voluntariado']",0,no riesgo,34-374-6282,Elena,Perez,80.8086,Genderfluid
76.0,7,80.7,2.9,80.1,1,['arte'],0,no riesgo,65-779-9388,Valentina,Vargas,68.4714,Bigender
79.2,10,90.2,5.6,95.6,0,"['club_lectura', 'arte']",0,no riesgo,79-504-9127,Juan,Flores,80.5219,Genderqueer
84.6,18,42.8,8.4,58.4,0,['deportes'],1,riesgo,79-659-2655,Maria,Martinez,88.1508,Genderfluid
87.2,20,100.0,15.9,68.7,1,"['periodico', 'teatro', 'ajedrez']",1,no riesgo,82-199-8832,Camila,Flores,73.5151,Polygender
59.0,13,87.8,0.3,62.3,0,['voluntariado'],0,no riesgo,74-954-5725,Juan,Ramirez,56.393,Male
79.9,16,86.3,8.1,89.5,0,"['deportes', 'robotica']",0,no riesgo,64-474-8307,Juan,Flores,61.9012,Non-binary
89.1,10,71.5,8.6,75.6,1,['musica'],1,riesgo,57-301-3725,Carlos,Gonzalez,73.9702,Bigender
80.2,20,70.6,16.2,69.6,1,[],2,no riesgo,21-954-2158,Marco,Lopez,62.6986,Bigender
100.0,12,80.4,4.9,71.0,0,[],1,no riesgo,51-330-7473,Camila,Gonzalez,49.5188,Male
93.5,13,58.5,9.5,72.7,2,['teatro'],0,no riesgo,41-819-1738,Marco,Perez,57.0274,Female
84.9,7,70.2,2.8,74.2,2,"['club_matematicas', 'teatro']",0,riesgo,53-317-8724,Mateo,Vargas,56.9815,Female
91.9,13,77.3,16.2,57.1,1,"['periodico', 'teatro', 'voluntariado']",1,riesgo,35-140-3593,Lucia,Torres,63.2649,Bigender
84.1,19,84.4,10.8,77.8,0,['club_matematicas'],2,no riesgo,92-204-1503,Diego,Ramirez,52.577,Male
85.8,11,83.3,12.8,91.4,0,"['teatro', 'periodico']",0,no riesgo,91-470-8245,Daniela,Perez,94.9834,Polygender
95.7,9,81.5,9.1,47.0,2,['teatro'],0,riesgo,91-476-7657,Juan,Sanchez,53.8667,Male
78.3,12,85.3,3.5,85.4,0,['arte'],0,no riesgo,22-975-7044,Jose,Gonzalez,75.8927,Genderqueer
78.2,16,86.1,17.5,68.7,0,"['robotica', 'club_lectura']",0,riesgo,43-805-3285,Juan,Ramirez,55.6781,Agender
70.1,17,69.4,7.3,95.9,0,['voluntariado'],1,no riesgo,88-375-3040,Elena,Vargas,76.6123,Non-binary
58.1,7,85.9,8.8,56.0,1,"['teatro', 'ajedrez', 'club_lectura']",0,no riesgo,12-711-5828,Luis,Torres,70.0889,Agender
93.6,18,73.1,20.5,82.5,1,['arte'],0,no riesgo,70-866-4246,Carlos,Ramirez,55.4733,Female
80.4,16,70.3,5.7,76.0,0,"['periodico', 'arte']",0,no riesgo,53-603-9655,Lucia,Castillo,65.6802,Genderfluid
61.9,12,90.3,12.1,69.4,1,['club_matematicas'],0,no riesgo,20-846-2467,Elena,Martinez,56.2348,Agender
79.4,19,67.0,12.6,55.3,0,[],0,no riesgo,74-717-8095,Valentina,Martinez,74.218,Agender
64.9,14,77.5,5.2,75.1,0,['robotica'],2,no riesgo,98-283-3767,Carlos,Martinez,75.9343,Non-binary
97.0,18,73.0,11.7,62.5,1,[],1,riesgo,29-562-7036,Angel,Gonzalez,44.3127,Agender
79.6,12,73.4,7.9,40.6,0,"['ajedrez', 'musica', 'periodico']",1,riesgo,89-410-7168,Elena,Gonzalez,52.8666,Male
100.0,13,69.5,10.1,70.3,2,"['musica', 'deportes', 'arte']",0,no riesgo,20-279-3743,Daniela,Lopez,64.3217,Non-binary
85.0,15,76.0,17.8,66.9,1,['musica'],0,riesgo,89-205-3876,Luis,Garcia,74.3599,Bigender
95.0,15,100.0,10.0,51.0,0,['club_matematicas'],1,no riesgo,15-385-4313,Camila,Ramirez,60.0635,Genderqueer
76.6,9,79.9,10.9,61.1,1,[],0,riesgo,15-807-5007,Carlos,Vargas,49.5741,Polygender
85.4,6,65.0,10.9,82.0,0,"['periodico', 'club_lectura']",0,riesgo,80-282-4139,Marco,Sanchez,77.7803,Non-binary
